Sell 6820  BKNWA @ 99.75 #+15145557054  
Buy 23430  BKNWA @ 53.43 #+15145551786  
Sell 15220  BKNWA @ 53.61 #+15145553972 
Buy 29470  BKNWA @ 53.08 #+15145556778  
Sell 18310  BKNWA @ 53.4 #+15145550644  
Buy 14390  BKNWA @ 53.55 #+15145553112  
Buy 13410  BKNWA @ 53.52 #+15145550210  
Sell 12530  BKNWA @ 53.18 #+15145552706 
Sell 11050  BKNWA @ 52.96 #+15145553980 
Buy 13470  BKNWA @ 53.19 #+15145559273  
Sell 13890  BKNWA @ 53 #+15145551501    
Sell 14180  BKNWA @ 52.65 #+15145555572 
Sell 12720  BKNWA @ 52.98 #+15145552630 
Sell 17890  BKNWA @ 52.81 #+15145550103 
Buy 10890  BKNWA @ 53.04 #+15145551901  
Sell 20650  BKNWA @ 53.15 #+15145557015 
Sell 13880  BKNWA @ 53.31 #+15145554138 
Sell 16100  BKNWA @ 53.62 #+15145551139 
Sell 18280  BKNWA @ 54.46 #+15145559030 
Buy 15380  BKNWA @ 54.72 #+15145555479  
Sell 22510  BKNWA @ 54.74 #+15145552544 
Buy 27240  BKNWA @ 55.39 #+15145555903  
Buy 27470  BKNWA @ 55.51 #+15145556036  
Sell 14240  BKNWA @ 55.64 #+15145557612 
Buy 17420  BKNWA @ 55.85 #+15145558818  
Buy 23450  BKNWA @ 55.63 #+15145558839  
Buy 32310  BKNWA @ 56.25 #+15145550086  
Buy 20560  BKNWA @ 56.64 #+15145553794  
Sell 27220  BKNWA @ 55.95 #+15145552058 
Sell 36700  BKNWA @ 56.47 #+15145553991 
Buy 21820  BKNWA @ 56.46 #+15145552898  
Sell 13780  BKNWA @ 55.93 #+15145554627 
Buy 18600  BKNWA @ 56.04 #+15145551666  
Buy 20840  BKNWA @ 56.4 #+15145553187   
Buy 21550  BKNWA @ 55.94 #+15145558748  
Buy 25730  BKNWA @ 55.85 #+15145551720  
Buy 23740  BKNWA @ 55.86 #+15145551272  
Sell 24730  BKNWA @ 55.68 #+15145555728 
Sell 20770  BKNWA @ 55.5 #+15145554635  
Buy 14230  BKNWA @ 55.93 #+15145557075  
Buy 24690  BKNWA @ 56.24 #+15145553392  
Sell 22940  BKNWA @ 56.31 #+15145558589 
Buy 35200  BKNWA @ 55.9 #+15145553493   
Buy 21140  BKNWA @ 55.92 #+15145557132  
Buy 15700  BKNWA @ 56.11 #+15145559617  
Sell 34250  BKNWA @ 56.09 #+15145553379 
Buy 45090  BKNWA @ 56.73 #+15145553807  
Buy 22950  BKNWA @ 57.26 #+15145554507  
Sell 33480  BKNWA @ 57.67 #+15145551060 
Buy 44210  BKNWA @ 57.86 #+15145551794  
Buy 29140  BKNWA @ 58.3 #+15145552074   
Buy 30960  BKNWA @ 58.39 #+15145559945  
Buy 30790  BKNWA @ 57.92 #+15145553995  
Sell 11860  BKNWA @ 57.96 #+15145552885 
Sell 16830  BKNWA @ 57.68 #+15145552878 
Sell 16330  BKNWA @ 57.36 #+15145555241 
Buy 16230  BKNWA @ 56.9 #+15145550869   
Buy 14490  BKNWA @ 57.37 #+15145553058  
Buy 17350  BKNWA @ 57.95 #+15145558996  
Buy 27550  BKNWA @ 58.54 #+15145554910  
Buy 20900  BKNWA @ 58.85 #+15145556545  
Buy 10450  BKNWA @ 58.88 #+15145557541  
Buy 17450  BKNWA @ 58.54 #+15145555148  
Sell 15610  BKNWA @ 57.85 #+15145559785 
Sell 20040  BKNWA @ 57.86 #+15145559210 
Buy 37950  BKNWA @ 57.61 #+15145553928  
Buy 26860  BKNWA @ 57.5 #+15145558087   
Buy 16070  BKNWA @ 57.3 #+15145559159   
Buy 38450  BKNWA @ 57.21 #+15145558714  
Buy 30260  BKNWA @ 58.17 #+15145551962  
Buy 29950  BKNWA @ 57.32 #+15145550860  
Sell 33710  BKNWA @ 57.58 #+15145554630 
Buy 22620  BKNWA @ 57.55 #+15145553014  
Sell 17010  BKNWA @ 57.72 #+15145550644 
Sell 17750  BKNWA @ 57.36 #+15145558664 
Buy 25610  BKNWA @ 57.58 #+15145551633  
Sell 18500  BKNWA @ 57.65 #+15145554195 
Buy 18550  BKNWA @ 57.93 #+15145558682  
Buy 13970  BKNWA @ 58.17 #+15145553767  
Buy 18270  BKNWA @ 58.02 #+15145555314  
Sell 15660  BKNWA @ 57.98 #+15145553127 
Buy 19280  BKNWA @ 57.51 #+15145554807  
Buy 17520  BKNWA @ 57.09 #+15145557068  
Buy 26230  BKNWA @ 57.01 #+15145556455  
Buy 23950  BKNWA @ 56.78 #+15145555949  
Sell 16410  BKNWA @ 57.05 #+15145558803 
Sell 20900  BKNWA @ 57.13 #+15145559978 
Buy 12420  BKNWA @ 57.22 #+15145557454  
Sell 28560  BKNWA @ 57.31 #+15145551090 
Sell 29540  BKNWA @ 57.22 #+15145552748 
Sell 9940  BKNWA @ 56.94 #+15145550997  
Sell 21870  BKNWA @ 56.42 #+15145550453 
Sell 32350  BKNWA @ 55.9 #+15145555008  
Buy 41990  BKNWA @ 56.36 #+15145557474  
Buy 14130  BKNWA @ 56.49 #+15145556141  
Buy 18540  BKNWA @ 56.17 #+15145552549  
Sell 16230  BKNWA @ 56.5 #+15145558227  
Buy 20930  BKNWA @ 55.9 #+15145553046   
Sell 32980  BKNWA @ 57.01 #+15145558073 
Sell 20230  BKNWA @ 56.91 #+15145550569 
Sell 19550  BKNWA @ 56.96 #+15145557388 
Buy 13320  BKNWA @ 56.98 #+15145557728  
Sell 20930  BKNWA @ 56.47 #+15145558535 
Sell 18120  BKNWA @ 56.89 #+15145550874 
Buy 13730  BKNWA @ 57.04 #+15145554321  
Sell 67560  BKNWA @ 56.97 #+15145554991 
Buy 13650  BKNWA @ 57.12 #+15145554894  
Buy 20330  BKNWA @ 56.8 #+15145554083   
Sell 12240  BKNWA @ 57.55 #+15145558886 
Buy 32240  BKNWA @ 57.66 #+15145555325  
Sell 28480  BKNWA @ 57.88 #+15145550702 
Buy 17420  BKNWA @ 57.57 #+15145552917  
Buy 13910  BKNWA @ 57.21 #+15145556724  
Sell 22750  BKNWA @ 56.62 #+15145550406 
Sell 15800  BKNWA @ 56.76 #+15145552996 
Buy 16840  BKNWA @ 56.97 #+15145554059  
Buy 13350  BKNWA @ 56.83 #+15145556121  
Sell 27020  BKNWA @ 56.71 #+15145555288 
Buy 34020  BKNWA @ 56.5 #+15145559717   
Sell 22860  BKNWA @ 56.63 #+15145551289 
Buy 20230  BKNWA @ 56.59 #+15145555034  
Sell 24750  BKNWA @ 56.23 #+15145555799 
Sell 42400  BKNWA @ 56.27 #+15145555166 
Sell 38650  BKNWA @ 55.87 #+15145554966 
Buy 38860  BKNWA @ 55.96 #+15145558762  
Sell 26080  BKNWA @ 55.78 #+15145555124 
Sell 17520  BKNWA @ 55.58 #+15145554246 
Sell 27350  BKNWA @ 55.93 #+15145558378 
Sell 34090  BKNWA @ 56.37 #+15145559822 
Buy 21890  BKNWA @ 56.79 #+15145553719  
Sell 35320  BKNWA @ 57.09 #+15145551086 
Sell 46080  BKNWA @ 57.66 #+15145558031 
Sell 38690  BKNWA @ 57.72 #+15145555436 
Sell 34040  BKNWA @ 57.99 #+15145555604 
Sell 46610  BKNWA @ 57.99 #+15145553350 
Sell 38260  BKNWA @ 57.81 #+15145553297 
Buy 37570  BKNWA @ 57.64 #+15145550270  
Buy 31070  BKNWA @ 57.67 #+15145558768  
Buy 30380  BKNWA @ 57.74 #+15145556939  
Sell 54910  BKNWA @ 57.35 #+15145554859 
Sell 70360  BKNWA @ 57.35 #+15145551277 
Buy 72590  BKNWA @ 56.67 #+15145556922  
Sell 46380  BKNWA @ 56.78 #+15145556232 
Buy 43140  BKNWA @ 57.31 #+15145559840  
Sell 19360  BKNWA @ 57.44 #+15145557920 
Sell 12880  BKNWA @ 57.57 #+15145552704 
Buy 18410  BKNWA @ 57.23 #+15145559882  
Sell 35060  BKNWA @ 57.94 #+15145559500 
Buy 35770  BKNWA @ 58.03 #+15145554548  
Sell 24920  BKNWA @ 57.68 #+15145559218 
Sell 32170  BKNWA @ 57.89 #+15145559666 
Buy 45000  BKNWA @ 58.54 #+15145552854  
Sell 45320  BKNWA @ 58.71 #+15145556296 
Sell 44420  BKNWA @ 58.69 #+15145550208 
Buy 48920  BKNWA @ 59.31 #+15145555090  
Sell 42820  BKNWA @ 58.66 #+15145552753 
Sell 33260  BKNWA @ 58.79 #+15145555751 
Sell 10400  BKNWA @ 59.18 #+15145557937 
Buy 10610  BKNWA @ 59.16 #+15145550149  
Sell 13540  BKNWA @ 59.24 #+15145551582 
Sell 12780  BKNWA @ 59.41 #+15145551714 
Buy 14900  BKNWA @ 58.87 #+15145550310  
Buy 25340  BKNWA @ 58.91 #+15145558319  
Sell 34750  BKNWA @ 58.91 #+15145552015 
Sell 20230  BKNWA @ 59.36 #+15145554207 
Sell 19760  BKNWA @ 59.24 #+15145558947 
Sell 23710  BKNWA @ 58.84 #+15145551330 
Sell 11400  BKNWA @ 58.55 #+15145550712 
Buy 12010  BKNWA @ 58.82 #+15145555342  
Buy 12640  BKNWA @ 58.16 #+15145559457  
Sell 20240  BKNWA @ 57.8 #+15145555495  
Sell 27850  BKNWA @ 58.09 #+15145555197 
Sell 57480  BKNWA @ 58.13 #+15145550776 
Buy 24400  BKNWA @ 57.76 #+15145550637  
Buy 16780  BKNWA @ 58.16 #+15145557471  
Buy 18650  BKNWA @ 58.66 #+15145551798  
Sell 6270  BKNWA @ 58.78 #+15145552133  
Buy 14530  BKNWA @ 59.42 #+15145552140  
Buy 5190  BKNWA @ 59.19 #+15145554531   
Buy 13540  BKNWA @ 59.2 #+15145552407   
Buy 7100  BKNWA @ 58.99 #+15145555531   
Buy 5150  BKNWA @ 59.24 #+15145556094   
Sell 13790  BKNWA @ 59.37 #+15145552346 
Sell 14110  BKNWA @ 59.2 #+15145555477  
Buy 6110  BKNWA @ 59.07 #+15145553528   
Buy 9550  BKNWA @ 58.53 #+15145559040   
Buy 7530  BKNWA @ 58.25 #+15145550315   
Buy 5420  BKNWA @ 58.47 #+15145554977   
Buy 12650  BKNWA @ 58.79 #+15145552067  
Buy 9670  BKNWA @ 58.92 #+15145553945   
Buy 16170  BKNWA @ 59.01 #+15145552052  
Sell 9350  BKNWA @ 58.91 #+15145554455  
Sell 13010  BKNWA @ 59.66 #+15145553871 
Sell 7920  BKNWA @ 59.9 #+15145557877   
Buy 11540  BKNWA @ 59.42 #+15145557995  
Sell 3670  BKNWA @ 60.03 #+15145555254  
Buy 5070  BKNWA @ 60.27 #+15145550144   
Buy 3990  BKNWA @ 60.17 #+15145552114   
Buy 9630  BKNWA @ 59.79 #+15145550461   
Buy 5420  BKNWA @ 59.94 #+15145556141   
Sell 5920  BKNWA @ 60.33 #+15145553960  
Buy 11030  BKNWA @ 60.15 #+15145556738  
Sell 11400  BKNWA @ 59.72 #+15145555649 
Buy 5250  BKNWA @ 59.75 #+15145553624   
Buy 7560  BKNWA @ 59.39 #+15145556624   
Sell 8410  BKNWA @ 59.13 #+15145552836  
Sell 2400  BKNWA @ 58.67 #+15145551962  
Sell 8410  BKNWA @ 57.91 #+15145551519  
Buy 8970  BKNWA @ 58.21 #+15145554702   
Buy 11190  BKNWA @ 58.1 #+15145554758   
Buy 2210  BKNWA @ 58.2 #+15145559140    
Sell 10450  BKNWA @ 58.33 #+15145554638 
Buy 10200  BKNWA @ 58.75 #+15145552442  
Buy 3500  BKNWA @ 58.7 #+15145551158    
Sell 9820  BKNWA @ 58.33 #+15145553716  
Sell 6510  BKNWA @ 58.6 #+15145559260   
Sell 10430  BKNWA @ 59.42 #+15145557837 
Buy 6200  BKNWA @ 59.37 #+15145550257   
Sell 10850  BKNWA @ 58.69 #+15145552435 
Sell 5880  BKNWA @ 59.48 #+15145559016  
Sell 5370  BKNWA @ 59.56 #+15145556647  
Sell 7780  BKNWA @ 59.45 #+15145551811  
Sell 2710  BKNWA @ 58.66 #+15145553278  
Buy 6390  BKNWA @ 59.2 #+15145555563    
Buy 10820  BKNWA @ 58.63 #+15145556466  
Buy 5000  BKNWA @ 58.17 #+15145551424   
Buy 4620  BKNWA @ 58.68 #+15145556905   
Sell 11970  BKNWA @ 59.11 #+15145550897 
Sell 6330  BKNWA @ 59.39 #+15145558371  
Sell 9860  BKNWA @ 59.12 #+15145559795  
Buy 7580  BKNWA @ 59.23 #+15145554480   
Buy 12190  BKNWA @ 59.12 #+15145557209  
Buy 8390  BKNWA @ 59.76 #+15145551665   
Sell 14280  BKNWA @ 58.9 #+15145559185  
Buy 10050  BKNWA @ 58.71 #+15145559028  
Sell 8270  BKNWA @ 58.74 #+15145556842  
Sell 7250  BKNWA @ 59.05 #+15145558395  
Buy 7450  BKNWA @ 58.38 #+15145559506   
Sell 9760  BKNWA @ 58.62 #+15145554003  
Buy 10080  BKNWA @ 59.55 #+15145553159  
Buy 8090  BKNWA @ 59.35 #+15145554111   
Buy 8300  BKNWA @ 59.43 #+15145556899   
Buy 5640  BKNWA @ 59.27 #+15145559154   
Sell 6970  BKNWA @ 58.83 #+15145553520  
Buy 9890  BKNWA @ 59.09 #+15145559052   
Sell 7790  BKNWA @ 58.62 #+15145554908  
Sell 2770  BKNWA @ 58.7 #+15145557983   
Buy 14290  BKNWA @ 58.72 #+15145559507  
Buy 11010  BKNWA @ 59.12 #+15145559579  
Buy 4780  BKNWA @ 59.56 #+15145559819   
Sell 12960  BKNWA @ 59.52 #+15145550723 
Sell 11620  BKNWA @ 59.28 #+15145559946 
Buy 4160  BKNWA @ 59.05 #+15145554998   
Sell 5420  BKNWA @ 58.93 #+15145559200  
Buy 12680  BKNWA @ 58.49 #+15145557665  
Sell 8260  BKNWA @ 58.93 #+15145553980  
Sell 12790  BKNWA @ 59.16 #+15145551378 
Buy 10380  BKNWA @ 58.37 #+15145559583  
Buy 9550  BKNWA @ 58.01 #+15145556519   
Sell 9320  BKNWA @ 58.21 #+15145553286  
Sell 4940  BKNWA @ 58.27 #+15145558609  
Sell 11690  BKNWA @ 58.23 #+15145558089 
Buy 4760  BKNWA @ 58.62 #+15145557812   
Sell 5670  BKNWA @ 58.35 #+15145555996  
Buy 5320  BKNWA @ 57.84 #+15145552603   
Sell 11240  BKNWA @ 58.27 #+15145553183 
Buy 10600  BKNWA @ 58.59 #+15145553739  
Sell 5420  BKNWA @ 58.4 #+15145550462   
Buy 16890  BKNWA @ 58.93 #+15145558115  
Sell 3430  BKNWA @ 58.45 #+15145559619  
Buy 7790  BKNWA @ 58.56 #+15145555310   
Sell 10750  BKNWA @ 58.53 #+15145553987 
Buy 4710  BKNWA @ 58.06 #+15145555469   
Sell 15120  BKNWA @ 57.43 #+15145558292 
Sell 14320  BKNWA @ 57.02 #+15145558598 
Buy 14950  BKNWA @ 56.59 #+15145555385  
Buy 10450  BKNWA @ 56.8 #+15145556990   
Sell 12270  BKNWA @ 57.38 #+15145550074 
Sell 17460  BKNWA @ 56.76 #+15145553641 
Buy 17760  BKNWA @ 57.23 #+15145550824  
Sell 5970  BKNWA @ 56.9 #+15145551686   
Buy 11190  BKNWA @ 56.77 #+15145553566  
Sell 4670  BKNWA @ 56.41 #+15145550199  
Buy 5620  BKNWA @ 56.47 #+15145551439   
Sell 5800  BKNWA @ 56.02 #+15145552738  
Buy 12920  BKNWA @ 55.38 #+15145551512  
Sell 12360  BKNWA @ 55.19 #+15145554692 
Sell 8010  BKNWA @ 54.71 #+15145552712  
Buy 8900  BKNWA @ 55.09 #+15145554173   
Buy 9080  BKNWA @ 55.84 #+15145550472   
Buy 11850  BKNWA @ 55.15 #+15145550991  
Sell 9290  BKNWA @ 55.72 #+15145552842  
Sell 8570  BKNWA @ 55.69 #+15145550196  
Sell 11480  BKNWA @ 56.05 #+15145559621 
Sell 7650  BKNWA @ 55.62 #+15145558199  
Buy 7260  BKNWA @ 55.37 #+15145557522   
Buy 9550  BKNWA @ 55.31 #+15145557309   
Buy 12520  BKNWA @ 55.49 #+15145559152  
Sell 13010  BKNWA @ 55.2 #+15145551000  
Buy 15090  BKNWA @ 55.16 #+15145551188  
Buy 10250  BKNWA @ 56.11 #+15145555344  
Sell 3810  BKNWA @ 56.63 #+15145551956  
Buy 13530  BKNWA @ 56.43 #+15145555259  
Sell 12690  BKNWA @ 56.81 #+15145555376 
Buy 18170  BKNWA @ 56.8 #+15145558968   
Buy 15230  BKNWA @ 57.08 #+15145551521  
Sell 5020  BKNWA @ 56.47 #+15145550643  
Sell 10040  BKNWA @ 57.03 #+15145555824 
Buy 10780  BKNWA @ 57.48 #+15145553235  
Sell 8020  BKNWA @ 57.52 #+15145558128  
Sell 14410  BKNWA @ 57.05 #+15145552312 
Buy 14920  BKNWA @ 57.26 #+15145555911  
Buy 10600  BKNWA @ 57.29 #+15145558000  
Sell 2420  BKNWA @ 57.69 #+15145550785  
Buy 8370  BKNWA @ 58.19 #+15145551040   
Sell 13870  BKNWA @ 57.98 #+15145551994 
Sell 8800  BKNWA @ 57.52 #+15145550282  
Sell 6230  BKNWA @ 58.06 #+15145553412  
Buy 8560  BKNWA @ 58.21 #+15145558866   
Buy 4820  BKNWA @ 58.29 #+15145559440   
Sell 13860  BKNWA @ 58.85 #+15145554901 
Sell 14850  BKNWA @ 58.95 #+15145556793 
Sell 5830  BKNWA @ 58.95 #+15145553270  
Buy 12140  BKNWA @ 58.98 #+15145559142  
Sell 10210  BKNWA @ 58.83 #+15145554220 
Sell 9780  BKNWA @ 58.39 #+15145552230  
Buy 9080  BKNWA @ 58.78 #+15145555515   
Buy 11830  BKNWA @ 58.43 #+15145559052  
Sell 7510  BKNWA @ 58.45 #+15145559538  
Buy 11170  BKNWA @ 58.43 #+15145552237  
Sell 11070  BKNWA @ 58.66 #+15145557686 
Sell 12030  BKNWA @ 58.48 #+15145556448 
Buy 7910  BKNWA @ 58.56 #+15145555365   
Sell 6280  BKNWA @ 58.81 #+15145559822  
Sell 11980  BKNWA @ 58.56 #+15145555755 
Sell 9360  BKNWA @ 58.77 #+15145552770  
Sell 7410  BKNWA @ 57.96 #+15145557135  
Sell 8330  BKNWA @ 57.87 #+15145559384  
Sell 12870  BKNWA @ 57.66 #+15145556869 
Sell 12110  BKNWA @ 57.98 #+15145550093 
Sell 7990  BKNWA @ 58.02 #+15145556749  
Sell 7900  BKNWA @ 57.51 #+15145559485  
Buy 11070  BKNWA @ 57.5 #+15145557253   
Buy 4300  BKNWA @ 56.89 #+15145559464   
Sell 13760  BKNWA @ 56.69 #+15145550322 
Buy 6000  BKNWA @ 56.33 #+15145551520   
Buy 7760  BKNWA @ 56.06 #+15145554101   
Sell 12060  BKNWA @ 56.6 #+15145553509  
Buy 14850  BKNWA @ 56.4 #+15145553172   
Sell 14320  BKNWA @ 57.19 #+15145557479 
Sell 14360  BKNWA @ 57.83 #+15145558619 
Sell 7940  BKNWA @ 57.77 #+15145557259  
Sell 12830  BKNWA @ 58.21 #+15145553189 
Sell 14410  BKNWA @ 58.48 #+15145553451 
Buy 13290  BKNWA @ 58.02 #+15145558206  
Buy 12610  BKNWA @ 57.96 #+15145556203  
Buy 18340  BKNWA @ 57.86 #+15145558497  
Sell 20760  BKNWA @ 57.97 #+15145558815 
Buy 11550  BKNWA @ 57.77 #+15145555630  
Sell 6480  BKNWA @ 57.38 #+15145558000  
Sell 7780  BKNWA @ 57.76 #+15145550914  
Sell 4410  BKNWA @ 58.17 #+15145551571  
Sell 11990  BKNWA @ 57.46 #+15145555112 
Sell 11320  BKNWA @ 57.01 #+15145550515 
Sell 10140  BKNWA @ 56.37 #+15145555385 
Sell 11200  BKNWA @ 57.29 #+15145555335 
Buy 10740  BKNWA @ 56.82 #+15145554297  
Sell 10440  BKNWA @ 56.43 #+15145557274 
Buy 10080  BKNWA @ 56.36 #+15145556289  
Sell 12160  BKNWA @ 56.42 #+15145550815 
Sell 7510  BKNWA @ 56.96 #+15145559916  
Buy 7990  BKNWA @ 57.16 #+15145550142   
Buy 8680  BKNWA @ 57.3 #+15145558363    
Buy 9630  BKNWA @ 57.7 #+15145557325    
Buy 10420  BKNWA @ 57.88 #+15145554887  
Buy 10680  BKNWA @ 57.97 #+15145557905  
Buy 7090  BKNWA @ 58.63 #+15145550218   
Sell 11860  BKNWA @ 58.72 #+15145551469 
Sell 6950  BKNWA @ 58.8 #+15145553736   
Buy 8320  BKNWA @ 58.73 #+15145553516   
Sell 8220  BKNWA @ 58.81 #+15145556192  
Sell 9140  BKNWA @ 59.45 #+15145554862  
Sell 8530  BKNWA @ 59.73 #+15145557325  
Sell 8350  BKNWA @ 59.93 #+15145551995  
Buy 11710  BKNWA @ 60.05 #+15145551820  
Buy 20140  BKNWA @ 59.91 #+15145557782  
Buy 9620  BKNWA @ 60.1 #+15145554082    
Buy 10420  BKNWA @ 60.26 #+15145553268  
Sell 16250  BKNWA @ 59.79 #+15145553230 
Buy 16910  BKNWA @ 59.46 #+15145559984  
Sell 9430  BKNWA @ 58.81 #+15145552932  
Buy 7190  BKNWA @ 58.91 #+15145551120   
Sell 16110  BKNWA @ 58.97 #+15145559662 
Sell 19540  BKNWA @ 58.51 #+15145557792 
Buy 14530  BKNWA @ 58.97 #+15145551746  
Sell 10390  BKNWA @ 58.68 #+15145554080 
Sell 9940  BKNWA @ 58.93 #+15145558268  
Sell 7490  BKNWA @ 58.5 #+15145551273   
Buy 14020  BKNWA @ 58.8 #+15145552522   
Sell 9960  BKNWA @ 57.98 #+15145558825  
Buy 9530  BKNWA @ 57.63 #+15145557594   
Sell 11120  BKNWA @ 57.82 #+15145558824 
Buy 7720  BKNWA @ 58.23 #+15145558724   
Sell 11640  BKNWA @ 57.69 #+15145557575 
Sell 15640  BKNWA @ 57.98 #+15145554002 
Buy 14200  BKNWA @ 58.38 #+15145556082  
Buy 12830  BKNWA @ 58.23 #+15145559038  
Buy 11120  BKNWA @ 58.02 #+15145555620  
Buy 9390  BKNWA @ 57.22 #+15145550971   
Sell 6880  BKNWA @ 57.47 #+15145558771  
Sell 12840  BKNWA @ 57.57 #+15145556520 
Sell 9600  BKNWA @ 57.44 #+15145550693  
Sell 5310  BKNWA @ 57.33 #+15145554304  
Sell 7850  BKNWA @ 57.41 #+15145554599  
Buy 16440  BKNWA @ 57.37 #+15145551494  
Sell 14640  BKNWA @ 57.77 #+15145555212 
Buy 12430  BKNWA @ 57.2 #+15145559176   
Sell 13150  BKNWA @ 57.9 #+15145550042  
Buy 8520  BKNWA @ 57.76 #+15145555214   
Sell 11550  BKNWA @ 58.01 #+15145556030 
Sell 8940  BKNWA @ 58.19 #+15145559477  
Sell 8620  BKNWA @ 58.14 #+15145553013  
Buy 10360  BKNWA @ 58.59 #+15145550365  
Buy 13300  BKNWA @ 59.26 #+15145551697  
Sell 15440  BKNWA @ 59.32 #+15145556230 
Buy 10870  BKNWA @ 59.6 #+15145557338   
Buy 6930  BKNWA @ 59.72 #+15145556358   
Buy 13230  BKNWA @ 59.23 #+15145554651  
Sell 14480  BKNWA @ 59.65 #+15145552952 
Sell 6250  BKNWA @ 59.28 #+15145558169  
Buy 9230  BKNWA @ 58.92 #+15145551635   
Buy 7940  BKNWA @ 58.86 #+15145551980   
Buy 11220  BKNWA @ 58.83 #+15145558134  
Buy 9650  BKNWA @ 58.12 #+15145558033   
Buy 6740  BKNWA @ 58.28 #+15145555933   
Sell 14500  BKNWA @ 58.15 #+15145554391 
Sell 13800  BKNWA @ 58.17 #+15145556213 
Sell 14960  BKNWA @ 58.4 #+15145554821  
Buy 7990  BKNWA @ 58.24 #+15145554869   
Sell 17000  BKNWA @ 58.13 #+15145550777 
Sell 16270  BKNWA @ 57.97 #+15145555900 
Buy 30380  BKNWA @ 57.57 #+15145557560  
Sell 12760  BKNWA @ 58.17 #+15145551690 
Sell 15190  BKNWA @ 57.51 #+15145555121 
Sell 21090  BKNWA @ 57.73 #+15145555981 
Buy 22460  BKNWA @ 57.9 #+15145554538   
Sell 11330  BKNWA @ 58.43 #+15145556567 
Buy 22110  BKNWA @ 57.7 #+15145559185   
Sell 20680  BKNWA @ 57.52 #+15145559760 
Buy 13200  BKNWA @ 57.75 #+15145557503  
Sell 14480  BKNWA @ 58.27 #+15145554538 
Sell 13940  BKNWA @ 58.52 #+15145552435 
Buy 8920  BKNWA @ 58.72 #+15145554824   
Sell 17900  BKNWA @ 59.34 #+15145554824 
Buy 12950  BKNWA @ 59.46 #+15145551918  
Buy 23240  BKNWA @ 60.19 #+15145550891  
Buy 21090  BKNWA @ 60.41 #+15145553971  
Sell 20340  BKNWA @ 61.12 #+15145554851 
Sell 7780  BKNWA @ 61.36 #+15145559666  
Buy 14410  BKNWA @ 61.4 #+15145552277   
Sell 9100  BKNWA @ 61.63 #+15145559859  
Buy 9910  BKNWA @ 61.46 #+15145557008   
Buy 12040  BKNWA @ 61.2 #+15145552843   
Buy 12850  BKNWA @ 60.76 #+15145556115  
Sell 10990  BKNWA @ 60.8 #+15145557146  
Buy 10370  BKNWA @ 60.93 #+15145557570  
Sell 11080  BKNWA @ 61.06 #+15145551991 
Buy 4300  BKNWA @ 60.57 #+15145553985   
Sell 6500  BKNWA @ 60.87 #+15145556075  
Buy 9520  BKNWA @ 60.66 #+15145558132   
Sell 12470  BKNWA @ 60.85 #+15145558072 
Sell 8990  BKNWA @ 60.85 #+15145550160  
Sell 12280  BKNWA @ 60.74 #+15145556704 
Sell 11520  BKNWA @ 60.43 #+15145557855 
Sell 7250  BKNWA @ 60.31 #+15145554497  
Sell 9010  BKNWA @ 60.27 #+15145559628  
Sell 15600  BKNWA @ 59.54 #+15145553338 
Buy 15430  BKNWA @ 58.88 #+15145552312  
Sell 19760  BKNWA @ 58.51 #+15145553537 
Sell 12020  BKNWA @ 58.47 #+15145552210 
Sell 13080  BKNWA @ 58.67 #+15145554892 
Buy 17980  BKNWA @ 58.42 #+15145553861  
Buy 15970  BKNWA @ 58.8 #+15145555588   
Sell 8460  BKNWA @ 58.39 #+15145551080  
Sell 5940  BKNWA @ 58.35 #+15145552568  
Sell 12070  BKNWA @ 58 #+15145556415    
Sell 13060  BKNWA @ 58.19 #+15145559448 
Sell 16340  BKNWA @ 58.29 #+15145550982 
Sell 11870  BKNWA @ 58.32 #+15145552297 
Buy 11990  BKNWA @ 58.18 #+15145556539  
Buy 4600  BKNWA @ 57.92 #+15145555055   
Sell 10100  BKNWA @ 57.25 #+15145557742 
Sell 7190  BKNWA @ 56.87 #+15145555198  
Buy 9740  BKNWA @ 57.21 #+15145551165   
Buy 11860  BKNWA @ 57.51 #+15145559775  
Sell 9430  BKNWA @ 57.56 #+15145554027  
Buy 23200  BKNWA @ 57.49 #+15145551561  
Buy 26360  BKNWA @ 57.03 #+15145555204  
Buy 7870  BKNWA @ 57.09 #+15145552269   
Buy 9890  BKNWA @ 56.84 #+15145559899   
Buy 10490  BKNWA @ 56.7 #+15145558780   
Buy 26280  BKNWA @ 56.5 #+15145552912   
Sell 12930  BKNWA @ 56.97 #+15145554589 
Buy 13110  BKNWA @ 56.71 #+15145553159  
Sell 26450  BKNWA @ 57.31 #+15145555719 
Sell 18660  BKNWA @ 57.3 #+15145557360  
Sell 16790  BKNWA @ 57.06 #+15145557084 
Buy 18290  BKNWA @ 57.18 #+15145553256  
Buy 16090  BKNWA @ 57.14 #+15145551338  
Buy 15650  BKNWA @ 56.9 #+15145555851   
Sell 13190  BKNWA @ 57.64 #+15145558431 
Sell 28930  BKNWA @ 57.68 #+15145558003 
Buy 19970  BKNWA @ 57.94 #+15145553029  
Sell 15430  BKNWA @ 58.35 #+15145556990 
Buy 5900  BKNWA @ 58.4 #+15145554807    
Sell 9290  BKNWA @ 58.4 #+15145557276   
Sell 6700  BKNWA @ 58.32 #+15145552190  
Buy 8000  BKNWA @ 57.92 #+15145550201   
