Sell 5250  BOOMY @ 98.82 #+15145555318  
Buy 14000  BOOMY @ 50.49 #+15145557020  
Buy 11910  BOOMY @ 50.76 #+15145555132  
Buy 13400  BOOMY @ 50.81 #+15145554837  
Buy 9970  BOOMY @ 51.15 #+15145558005   
Buy 12150  BOOMY @ 51.03 #+15145557540  
Sell 11360  BOOMY @ 50.47 #+15145557369 
Buy 14030  BOOMY @ 50.71 #+15145550593  
Sell 13750  BOOMY @ 50.63 #+15145558409 
Buy 12060  BOOMY @ 50.28 #+15145557167  
Buy 5970  BOOMY @ 50.13 #+15145552499   
Buy 15480  BOOMY @ 49.9 #+15145551412   
Buy 10850  BOOMY @ 50.07 #+15145552505  
Sell 8890  BOOMY @ 50.05 #+15145558194  
Buy 6360  BOOMY @ 50.13 #+15145557033   
Sell 9620  BOOMY @ 50.74 #+15145553493  
Sell 12470  BOOMY @ 50.8 #+15145552156  
Buy 19230  BOOMY @ 50.76 #+15145553517  
Sell 19380  BOOMY @ 50.92 #+15145550961 
Buy 13690  BOOMY @ 50.58 #+15145554674  
Sell 18970  BOOMY @ 50.76 #+15145553772 
Buy 21740  BOOMY @ 51.07 #+15145559410  
Sell 8980  BOOMY @ 51.17 #+15145554194  
Sell 12560  BOOMY @ 51.28 #+15145559716 
Buy 13590  BOOMY @ 51.15 #+15145557378  
Sell 13750  BOOMY @ 51.21 #+15145550223 
Buy 8900  BOOMY @ 51.27 #+15145552297   
Sell 13040  BOOMY @ 51.35 #+15145554102 
Sell 12470  BOOMY @ 51.65 #+15145557313 
Sell 10990  BOOMY @ 51.35 #+15145554431 
Sell 9050  BOOMY @ 51.83 #+15145551804  
Sell 13510  BOOMY @ 51.42 #+15145554345 
Buy 5100  BOOMY @ 51.37 #+15145551444   
Buy 7990  BOOMY @ 51.12 #+15145552658   
Buy 13410  BOOMY @ 50.73 #+15145552281  
Sell 6950  BOOMY @ 50.5 #+15145552658   
Sell 6950  BOOMY @ 50.64 #+15145555765  
Buy 6960  BOOMY @ 51.4 #+15145558120    
Sell 11820  BOOMY @ 50.94 #+15145550788 
Buy 14570  BOOMY @ 50.4 #+15145551618   
Sell 11740  BOOMY @ 50.36 #+15145552875 
Buy 6610  BOOMY @ 49.86 #+15145558551   
Buy 13270  BOOMY @ 50.28 #+15145552628  
Buy 6420  BOOMY @ 50.24 #+15145556336   
Sell 12750  BOOMY @ 50.08 #+15145558522 
Buy 5720  BOOMY @ 50.3 #+15145553406    
Buy 11450  BOOMY @ 50.7 #+15145552404   
Sell 4860  BOOMY @ 50.78 #+15145557659  
Sell 13560  BOOMY @ 50.68 #+15145553486 
Buy 13270  BOOMY @ 50.71 #+15145551216  
Sell 11550  BOOMY @ 50.69 #+15145554134 
Sell 13500  BOOMY @ 50.48 #+15145555573 
Buy 4120  BOOMY @ 50.74 #+15145557972   
Sell 9320  BOOMY @ 50.38 #+15145556184  
Buy 20970  BOOMY @ 50.33 #+15145559718  
Buy 12190  BOOMY @ 50.48 #+15145557376  
Sell 5710  BOOMY @ 50.52 #+15145558574  
Buy 7110  BOOMY @ 50.34 #+15145554670   
Sell 10840  BOOMY @ 50.15 #+15145559423 
Sell 5930  BOOMY @ 50.19 #+15145551693  
Buy 13870  BOOMY @ 50.17 #+15145554309  
Sell 11170  BOOMY @ 50.59 #+15145554886 
Buy 14380  BOOMY @ 50.41 #+15145558445  
Sell 9160  BOOMY @ 50.4 #+15145556740   
Sell 9260  BOOMY @ 50.36 #+15145558954  
Sell 13180  BOOMY @ 49.85 #+15145551875 
Sell 10740  BOOMY @ 49.88 #+15145551727 
Sell 20080  BOOMY @ 50.15 #+15145553440 
Buy 9720  BOOMY @ 50.09 #+15145557473   
Buy 3770  BOOMY @ 50 #+15145556573      
Sell 7460  BOOMY @ 50.43 #+15145555272  
Sell 9700  BOOMY @ 50.99 #+15145559893  
Sell 16020  BOOMY @ 50.5 #+15145555175  
Buy 15390  BOOMY @ 50.52 #+15145558213  
Sell 18600  BOOMY @ 50.34 #+15145552001 
Sell 13690  BOOMY @ 50.29 #+15145551739 
Sell 18850  BOOMY @ 50.68 #+15145551576 
Buy 17630  BOOMY @ 50.37 #+15145559345  
Sell 17620  BOOMY @ 50.44 #+15145558917 
Buy 14710  BOOMY @ 50.54 #+15145558844  
Sell 13250  BOOMY @ 50.25 #+15145557818 
Sell 14030  BOOMY @ 50.37 #+15145559013 
Buy 8090  BOOMY @ 49.97 #+15145554820   
Sell 15310  BOOMY @ 50.28 #+15145550899 
Sell 15240  BOOMY @ 51.04 #+15145556715 
Sell 11110  BOOMY @ 51.09 #+15145557887 
Sell 7740  BOOMY @ 50.47 #+15145556934  
Buy 12460  BOOMY @ 50.17 #+15145552063  
Buy 8250  BOOMY @ 50.04 #+15145555287   
Buy 8230  BOOMY @ 49.79 #+15145553632   
Sell 11010  BOOMY @ 49.31 #+15145557064 
Sell 8400  BOOMY @ 49.19 #+15145558146  
Buy 12170  BOOMY @ 48.86 #+15145555798  
Buy 10160  BOOMY @ 49.27 #+15145555283  
Sell 5060  BOOMY @ 49.53 #+15145551478  
Sell 3560  BOOMY @ 48.62 #+15145556491  
Buy 14150  BOOMY @ 48.56 #+15145553028  
Sell 9000  BOOMY @ 48.27 #+15145556289  
Sell 13360  BOOMY @ 48.02 #+15145550245 
Sell 7220  BOOMY @ 48.56 #+15145551403  
Sell 6930  BOOMY @ 48.24 #+15145556353  
Buy 9470  BOOMY @ 48.15 #+15145554136   
Sell 15380  BOOMY @ 48.5 #+15145551637  
Buy 20570  BOOMY @ 48.62 #+15145554793  
Buy 9840  BOOMY @ 48.46 #+15145556777   
Sell 8130  BOOMY @ 48.56 #+15145558408  
Buy 11180  BOOMY @ 48.59 #+15145553645  
Buy 11660  BOOMY @ 48.76 #+15145555446  
Sell 17780  BOOMY @ 48.74 #+15145558824 
Buy 7600  BOOMY @ 48.71 #+15145557164   
Sell 11980  BOOMY @ 48.98 #+15145559938 
Buy 7420  BOOMY @ 49.1 #+15145552197    
Buy 16420  BOOMY @ 49.32 #+15145557154  
Buy 6380  BOOMY @ 49.28 #+15145559864   
Buy 18810  BOOMY @ 48.71 #+15145554916  
Buy 11220  BOOMY @ 48.85 #+15145559852  
Buy 6580  BOOMY @ 49.36 #+15145553617   
Buy 12950  BOOMY @ 49.25 #+15145558319  
Buy 9660  BOOMY @ 48.99 #+15145559213   
Sell 16490  BOOMY @ 48.86 #+15145550749 
Sell 7140  BOOMY @ 48.23 #+15145559037  
Buy 6280  BOOMY @ 48.29 #+15145550583   
Buy 19550  BOOMY @ 48.77 #+15145555262  
Buy 7820  BOOMY @ 48.36 #+15145550752   
Sell 13000  BOOMY @ 48.01 #+15145559725 
Sell 21280  BOOMY @ 48.32 #+15145558392 
Buy 7330  BOOMY @ 48.38 #+15145553134   
Buy 16470  BOOMY @ 48.23 #+15145550630  
Buy 8820  BOOMY @ 47.92 #+15145552424   
Sell 14410  BOOMY @ 47.95 #+15145552735 
Buy 13210  BOOMY @ 48.55 #+15145554911  
Buy 11950  BOOMY @ 48.3 #+15145559305   
Sell 13320  BOOMY @ 48.85 #+15145554331 
Sell 21830  BOOMY @ 48.37 #+15145558837 
Sell 25970  BOOMY @ 48.25 #+15145559888 
Sell 29010  BOOMY @ 48.63 #+15145550546 
Buy 16030  BOOMY @ 49.26 #+15145554003  
Buy 23920  BOOMY @ 49.35 #+15145556866  
Buy 19270  BOOMY @ 49.04 #+15145558705  
Sell 27390  BOOMY @ 49.13 #+15145558064 
Buy 13040  BOOMY @ 49.1 #+15145557286   
Buy 19160  BOOMY @ 49.11 #+15145554423  
Buy 17280  BOOMY @ 49.3 #+15145553110   
Buy 28100  BOOMY @ 48.79 #+15145555829  
Buy 18420  BOOMY @ 49.28 #+15145554050  
Sell 10850  BOOMY @ 48.89 #+15145551915 
Sell 8340  BOOMY @ 48.65 #+15145558169  
Sell 16560  BOOMY @ 48.59 #+15145552578 
Buy 14830  BOOMY @ 48.56 #+15145559529  
Sell 16150  BOOMY @ 49.2 #+15145550852  
Sell 14510  BOOMY @ 49.21 #+15145553583 
Buy 14710  BOOMY @ 49.12 #+15145553076  
Sell 17340  BOOMY @ 49.27 #+15145553228 
Buy 13050  BOOMY @ 49.06 #+15145556349  
Buy 11650  BOOMY @ 48.9 #+15145553181   
Sell 15460  BOOMY @ 48.27 #+15145552049 
Buy 10100  BOOMY @ 48.54 #+15145550755  
Buy 17390  BOOMY @ 48.6 #+15145550533   
Sell 20230  BOOMY @ 48.89 #+15145554912 
Buy 20240  BOOMY @ 48.51 #+15145557529  
Sell 16320  BOOMY @ 48.14 #+15145557918 
Sell 24060  BOOMY @ 48.29 #+15145557349 
Sell 26690  BOOMY @ 48.64 #+15145553745 
Sell 14160  BOOMY @ 49.2 #+15145554693  
Sell 21200  BOOMY @ 49.35 #+15145552748 
Sell 25210  BOOMY @ 49.17 #+15145553810 
Buy 33440  BOOMY @ 49.49 #+15145556204  
Buy 25500  BOOMY @ 48.96 #+15145556939  
Sell 25560  BOOMY @ 48.47 #+15145554847 
Sell 30650  BOOMY @ 48.22 #+15145557890 
Buy 20990  BOOMY @ 48.16 #+15145559734  
Sell 20820  BOOMY @ 48.12 #+15145559955 
Sell 15580  BOOMY @ 47.98 #+15145550347 
Sell 23250  BOOMY @ 48.46 #+15145556721 
Buy 22880  BOOMY @ 48.37 #+15145558416  
Buy 20120  BOOMY @ 48.35 #+15145558231  
Buy 27550  BOOMY @ 48.48 #+15145550576  
Buy 28450  BOOMY @ 47.94 #+15145550293  
Sell 11360  BOOMY @ 48.05 #+15145552013 
Buy 17730  BOOMY @ 48.62 #+15145555431  
Buy 22960  BOOMY @ 49.12 #+15145554888  
Sell 20350  BOOMY @ 48.64 #+15145556583 
Buy 36850  BOOMY @ 47.99 #+15145554484  
Sell 21500  BOOMY @ 48 #+15145559230    
Buy 14910  BOOMY @ 48.24 #+15145552670  
Sell 27750  BOOMY @ 48.22 #+15145551467 
Buy 38760  BOOMY @ 48.04 #+15145558568  
Buy 22870  BOOMY @ 48.25 #+15145556266  
Buy 30450  BOOMY @ 48.03 #+15145553481  
Sell 43800  BOOMY @ 47.57 #+15145556988 
Sell 34250  BOOMY @ 47.28 #+15145555584 
Sell 29060  BOOMY @ 47.9 #+15145556767  
Sell 30740  BOOMY @ 48.02 #+15145557588 
Buy 16880  BOOMY @ 47.99 #+15145558788  
Buy 14200  BOOMY @ 47.86 #+15145551251  
Buy 14500  BOOMY @ 48.12 #+15145557810  
Sell 15870  BOOMY @ 48.38 #+15145557425 
Sell 18050  BOOMY @ 47.82 #+15145552569 
Sell 23120  BOOMY @ 48.38 #+15145557204 
Buy 20240  BOOMY @ 48.14 #+15145554207  
Buy 16890  BOOMY @ 48.24 #+15145554405  
Buy 6390  BOOMY @ 48.44 #+15145555538   
Buy 19560  BOOMY @ 48.39 #+15145554971  
Sell 21050  BOOMY @ 48.12 #+15145557212 
Sell 27410  BOOMY @ 48.32 #+15145550681 
Buy 38000  BOOMY @ 48.65 #+15145556677  
Buy 20720  BOOMY @ 48.55 #+15145556808  
Buy 23190  BOOMY @ 48.09 #+15145553446  
Buy 34500  BOOMY @ 48.09 #+15145554212  
Sell 22380  BOOMY @ 48.44 #+15145552994 
Sell 25920  BOOMY @ 48.2 #+15145558818  
Sell 32590  BOOMY @ 48.73 #+15145550000 
Buy 27750  BOOMY @ 48.95 #+15145556147  
Sell 15940  BOOMY @ 48.48 #+15145554623 
Buy 23290  BOOMY @ 48.56 #+15145551078  
Buy 29270  BOOMY @ 48.58 #+15145553851  
Buy 24300  BOOMY @ 48.64 #+15145556645  
Sell 11870  BOOMY @ 48.59 #+15145556201 
Sell 17700  BOOMY @ 48.72 #+15145555543 
Sell 18230  BOOMY @ 48.49 #+15145556779 
Sell 16020  BOOMY @ 48.49 #+15145554393 
Buy 19430  BOOMY @ 48.73 #+15145559590  
Buy 19800  BOOMY @ 48.77 #+15145557195  
Sell 20000  BOOMY @ 48.47 #+15145554856 
Sell 31690  BOOMY @ 48.56 #+15145554449 
Sell 21760  BOOMY @ 48.72 #+15145552569 
Buy 12990  BOOMY @ 48.75 #+15145559329  
Buy 15860  BOOMY @ 48.87 #+15145554242  
Buy 28110  BOOMY @ 48.16 #+15145552474  
Sell 32910  BOOMY @ 48.24 #+15145550466 
Buy 14520  BOOMY @ 49.02 #+15145552251  
Buy 15680  BOOMY @ 49.27 #+15145550167  
Buy 37260  BOOMY @ 49.5 #+15145556865   
Buy 34250  BOOMY @ 49.35 #+15145556956  
Buy 21600  BOOMY @ 49.27 #+15145558748  
Sell 25290  BOOMY @ 49.47 #+15145558103 
Buy 15270  BOOMY @ 49.39 #+15145555009  
Sell 14310  BOOMY @ 49.03 #+15145556087 
Buy 29810  BOOMY @ 49.41 #+15145555842  
Sell 25270  BOOMY @ 49.16 #+15145554226 
Sell 17020  BOOMY @ 49.27 #+15145554882 
Buy 12580  BOOMY @ 48.87 #+15145552885  
Buy 18380  BOOMY @ 48.91 #+15145553859  
Buy 19400  BOOMY @ 49.28 #+15145553101  
Sell 9440  BOOMY @ 49.27 #+15145553494  
Buy 69410  BOOMY @ 48.87 #+15145559508  
Sell 14760  BOOMY @ 48.52 #+15145551122 
Sell 24490  BOOMY @ 48.52 #+15145552057 
Buy 16530  BOOMY @ 48.77 #+15145553207  
Sell 32880  BOOMY @ 49.21 #+15145557280 
Sell 33550  BOOMY @ 49.21 #+15145550516 
Buy 16850  BOOMY @ 48.97 #+15145554242  
Buy 14020  BOOMY @ 48.84 #+15145553919  
Sell 22210  BOOMY @ 49.09 #+15145551552 
Buy 18180  BOOMY @ 49.25 #+15145558519  
Buy 15430  BOOMY @ 49.01 #+15145552689  
Sell 11580  BOOMY @ 48.21 #+15145557277 
Sell 29980  BOOMY @ 48.65 #+15145553823 
Buy 28380  BOOMY @ 48.87 #+15145552576  
Buy 18760  BOOMY @ 48.53 #+15145553346  
Buy 23290  BOOMY @ 48.42 #+15145555013  
Sell 27960  BOOMY @ 48.4 #+15145558896  
Buy 34580  BOOMY @ 48.29 #+15145557016  
Sell 37690  BOOMY @ 48.06 #+15145559230 
Sell 34890  BOOMY @ 48.38 #+15145559720 
Sell 28010  BOOMY @ 48.39 #+15145554909 
Sell 22560  BOOMY @ 48.4 #+15145555953  
Buy 21530  BOOMY @ 48.89 #+15145551934  
Sell 27330  BOOMY @ 49.19 #+15145558798 
Buy 22270  BOOMY @ 49.21 #+15145552775  
Buy 34190  BOOMY @ 49.02 #+15145556333  
Sell 50250  BOOMY @ 49.13 #+15145550362 
Buy 30670  BOOMY @ 49.71 #+15145552940  
Sell 35460  BOOMY @ 49.98 #+15145558322 
Buy 44800  BOOMY @ 49.63 #+15145559015  
Buy 39360  BOOMY @ 50.01 #+15145555747  
Sell 43980  BOOMY @ 49.97 #+15145559905 
Sell 39710  BOOMY @ 50.93 #+15145554901 
Sell 24360  BOOMY @ 51.02 #+15145557312 
Buy 57520  BOOMY @ 50.69 #+15145558456  
Sell 66740  BOOMY @ 50.85 #+15145558107 
Sell 70860  BOOMY @ 50.84 #+15145553357 
Sell 47610  BOOMY @ 51.32 #+15145554109 
Sell 42030  BOOMY @ 51.29 #+15145554500 
Sell 19110  BOOMY @ 51.23 #+15145558613 
Sell 16730  BOOMY @ 50.94 #+15145554664 
Sell 16310  BOOMY @ 51.25 #+15145553471 
Sell 32090  BOOMY @ 50.52 #+15145551443 
Sell 37750  BOOMY @ 50.68 #+15145551878 
Buy 21610  BOOMY @ 50.6 #+15145559148   
Buy 33840  BOOMY @ 50.28 #+15145550646  
Buy 43570  BOOMY @ 50.3 #+15145550804   
Buy 46380  BOOMY @ 50.4 #+15145556601   
Sell 43360  BOOMY @ 50.56 #+15145554376 
Buy 46180  BOOMY @ 50.83 #+15145553388  
Sell 43900  BOOMY @ 50.52 #+15145554345 
Buy 35860  BOOMY @ 50.58 #+15145558938  
Buy 19780  BOOMY @ 49.82 #+15145550063  
Buy 10100  BOOMY @ 50.07 #+15145554608  
Buy 15360  BOOMY @ 50.16 #+15145557967  
Buy 18340  BOOMY @ 49.97 #+15145553804  
Sell 12910  BOOMY @ 50.04 #+15145554172 
Sell 20410  BOOMY @ 49.84 #+15145552212 
Sell 33970  BOOMY @ 50.37 #+15145558921 
Buy 24580  BOOMY @ 50.32 #+15145556073  
Sell 20270  BOOMY @ 50.65 #+15145552811 
Buy 24620  BOOMY @ 50.32 #+15145555860  
Sell 16100  BOOMY @ 50.71 #+15145550766 
Sell 15060  BOOMY @ 51.01 #+15145556789 
Sell 12300  BOOMY @ 50.93 #+15145552580 
Buy 17490  BOOMY @ 50.93 #+15145553421  
Buy 34920  BOOMY @ 50.75 #+15145554677  
Sell 61150  BOOMY @ 51.19 #+15145556283 
Buy 28020  BOOMY @ 50.82 #+15145551570  
Buy 22130  BOOMY @ 50.76 #+15145558031  
Buy 11410  BOOMY @ 50.27 #+15145550237  
Sell 12890  BOOMY @ 50.16 #+15145553051 
Sell 11960  BOOMY @ 50.61 #+15145553385 
Sell 6230  BOOMY @ 50.55 #+15145552323  
Buy 10180  BOOMY @ 50.4 #+15145551793   
Sell 11510  BOOMY @ 50.42 #+15145553308 
Sell 12440  BOOMY @ 49.63 #+15145551530 
Buy 13850  BOOMY @ 49.67 #+15145550197  
Sell 7950  BOOMY @ 50.03 #+15145553051  
Buy 10650  BOOMY @ 49.46 #+15145552427  
Sell 9540  BOOMY @ 49.29 #+15145555315  
Sell 12220  BOOMY @ 49.36 #+15145554839 
Sell 1440  BOOMY @ 49.56 #+15145550704  
Buy 5330  BOOMY @ 49.84 #+15145557516   
Sell 14200  BOOMY @ 49.8 #+15145550119  
Sell 8130  BOOMY @ 50.23 #+15145551624  
Sell 15910  BOOMY @ 50.51 #+15145558782 
Sell 12190  BOOMY @ 50.61 #+15145554745 
Buy 11900  BOOMY @ 50.9 #+15145552000   
Buy 5800  BOOMY @ 51.04 #+15145550144   
Sell 8610  BOOMY @ 50.61 #+15145554256  
Sell 12430  BOOMY @ 50.4 #+15145552684  
Buy 8240  BOOMY @ 50.09 #+15145555087   
Buy 4630  BOOMY @ 50.04 #+15145553093   
Sell 6600  BOOMY @ 49.96 #+15145556658  
Buy 8990  BOOMY @ 50.22 #+15145557191   
Buy 3090  BOOMY @ 50.49 #+15145558232   
Sell 11750  BOOMY @ 50.34 #+15145553169 
Buy 11030  BOOMY @ 50.44 #+15145559057  
Sell 3650  BOOMY @ 50.24 #+15145558850  
Buy 6810  BOOMY @ 50.12 #+15145554179   
Sell 5270  BOOMY @ 49.79 #+15145558395  
Buy 6900  BOOMY @ 49.89 #+15145554767   
Buy 9450  BOOMY @ 49.82 #+15145555552   
Buy 2180  BOOMY @ 49.67 #+15145558672   
Sell 9680  BOOMY @ 49.65 #+15145551149  
Buy 6330  BOOMY @ 49.78 #+15145558195   
Buy 7450  BOOMY @ 49.7 #+15145551171    
Sell 4350  BOOMY @ 50.22 #+15145558284  
Buy 8510  BOOMY @ 50.28 #+15145558132   
Sell 7190  BOOMY @ 50.27 #+15145551156  
Buy 11240  BOOMY @ 50.71 #+15145550924  
Sell 3890  BOOMY @ 50.49 #+15145551868  
Sell 6480  BOOMY @ 50.41 #+15145552406  
Sell 9060  BOOMY @ 50.66 #+15145555658  
Sell 11220  BOOMY @ 51.5 #+15145553754  
Buy 12630  BOOMY @ 51.16 #+15145559110  
Buy 8450  BOOMY @ 51.56 #+15145559322   
Sell 12200  BOOMY @ 52 #+15145552498    
Sell 11500  BOOMY @ 52.33 #+15145556601 
Sell 11000  BOOMY @ 51.99 #+15145556885 
Buy 10400  BOOMY @ 51.6 #+15145554841   
Buy 6480  BOOMY @ 51.8 #+15145558812    
Sell 8390  BOOMY @ 51.89 #+15145555579  
Sell 8550  BOOMY @ 52.12 #+15145559115  
Buy 5350  BOOMY @ 52 #+15145554611      
Buy 11530  BOOMY @ 51.88 #+15145559352  
Sell 14880  BOOMY @ 51.42 #+15145559824 
Buy 7460  BOOMY @ 50.89 #+15145557554   
Buy 10820  BOOMY @ 50.28 #+15145556249  
Sell 9290  BOOMY @ 50.62 #+15145552169  
Buy 6840  BOOMY @ 50.12 #+15145554472   
Sell 7260  BOOMY @ 50.35 #+15145550623  
Sell 6790  BOOMY @ 50.82 #+15145550053  
Buy 12530  BOOMY @ 50.32 #+15145551571  
Sell 4960  BOOMY @ 51.03 #+15145557732  
Sell 4140  BOOMY @ 51.34 #+15145558850  
Buy 6140  BOOMY @ 51.27 #+15145557404   
Buy 10930  BOOMY @ 51.23 #+15145559530  
Buy 8920  BOOMY @ 51.35 #+15145555028   
Sell 12490  BOOMY @ 51.33 #+15145550384 
Sell 5760  BOOMY @ 52.06 #+15145550681  
Buy 9540  BOOMY @ 52.4 #+15145550538    
Sell 7440  BOOMY @ 52.42 #+15145553562  
Buy 10750  BOOMY @ 51.8 #+15145558773   
Sell 10050  BOOMY @ 51.69 #+15145550141 
Sell 12880  BOOMY @ 51.92 #+15145550352 
Sell 4480  BOOMY @ 52.05 #+15145555242  
Buy 8870  BOOMY @ 51.73 #+15145557988   
Sell 8030  BOOMY @ 52.42 #+15145556143  
Sell 8340  BOOMY @ 52.39 #+15145551479  
Buy 12340  BOOMY @ 52.62 #+15145554301  
Sell 4120  BOOMY @ 52.84 #+15145554598  
Sell 9240  BOOMY @ 53.03 #+15145557244  
Sell 7220  BOOMY @ 53.06 #+15145550970  
Buy 12020  BOOMY @ 52.99 #+15145553388  
Buy 3420  BOOMY @ 52.64 #+15145555754   
Buy 3740  BOOMY @ 52.91 #+15145556345   
Buy 9320  BOOMY @ 53.52 #+15145555193   
Buy 7080  BOOMY @ 54.18 #+15145553266   
Buy 11420  BOOMY @ 54.21 #+15145554556  
Buy 7430  BOOMY @ 54.17 #+15145553107   
Sell 7860  BOOMY @ 54.4 #+15145559824   
Sell 9640  BOOMY @ 54.8 #+15145550147   
Buy 9410  BOOMY @ 54.69 #+15145556775   
Sell 12310  BOOMY @ 54.72 #+15145558281 
Buy 11610  BOOMY @ 55.12 #+15145557266  
Sell 12370  BOOMY @ 55.4 #+15145552390  
Sell 9470  BOOMY @ 55.12 #+15145558409  
Buy 9890  BOOMY @ 54.41 #+15145557781   
Buy 8500  BOOMY @ 54.32 #+15145559926   
Buy 14550  BOOMY @ 54.51 #+15145553498  
Buy 15610  BOOMY @ 55.23 #+15145550553  
Sell 13390  BOOMY @ 55.16 #+15145557123 
Sell 21580  BOOMY @ 55.65 #+15145553674 
Buy 13070  BOOMY @ 55.86 #+15145553239  
Buy 12480  BOOMY @ 55.84 #+15145550759  
Sell 5350  BOOMY @ 55.93 #+15145552470  
Buy 14970  BOOMY @ 55.95 #+15145558073  
Buy 8760  BOOMY @ 56.48 #+15145553274   
Sell 5850  BOOMY @ 56.26 #+15145550662  
Sell 5650  BOOMY @ 55.64 #+15145551932  
Sell 9630  BOOMY @ 55.99 #+15145552231  
Sell 7660  BOOMY @ 56.44 #+15145555845  
Sell 14430  BOOMY @ 55.8 #+15145555371  
Sell 10200  BOOMY @ 55.53 #+15145556210 
Sell 7300  BOOMY @ 55.18 #+15145551877  
Buy 7490  BOOMY @ 54.84 #+15145550726   
Buy 12230  BOOMY @ 54.62 #+15145554683  
Sell 10010  BOOMY @ 54.61 #+15145554896 
Buy 9490  BOOMY @ 54.26 #+15145556282   
Sell 7620  BOOMY @ 53.85 #+15145553543  
Buy 11440  BOOMY @ 54.18 #+15145559945  
Buy 4550  BOOMY @ 53.97 #+15145553942   
Sell 11900  BOOMY @ 53.77 #+15145551682 
Sell 7790  BOOMY @ 53.91 #+15145552808  
Buy 3340  BOOMY @ 53.39 #+15145559145   
Sell 11140  BOOMY @ 52.91 #+15145552486 
Buy 10640  BOOMY @ 53.14 #+15145555014  
Sell 21250  BOOMY @ 53.16 #+15145551534 
Sell 16190  BOOMY @ 52.54 #+15145551176 
Sell 11930  BOOMY @ 52.72 #+15145553353 
Buy 7330  BOOMY @ 53.18 #+15145558822   
Buy 9310  BOOMY @ 53.51 #+15145555122   
Buy 5460  BOOMY @ 53.45 #+15145555930   
Sell 14030  BOOMY @ 53.15 #+15145551048 
Buy 15100  BOOMY @ 53.71 #+15145554367  
Sell 5600  BOOMY @ 53.4 #+15145556258   
Buy 7910  BOOMY @ 53.5 #+15145555498    
Sell 4410  BOOMY @ 53.7 #+15145552362   
Buy 7690  BOOMY @ 53.24 #+15145556523   
Sell 6900  BOOMY @ 53.52 #+15145556273  
Buy 7790  BOOMY @ 54.07 #+15145552722   
Buy 8220  BOOMY @ 54.26 #+15145551825   
Buy 5220  BOOMY @ 54.85 #+15145555436   
Sell 15740  BOOMY @ 54.85 #+15145552219 
Sell 7040  BOOMY @ 55.44 #+15145550449  
Sell 12290  BOOMY @ 55.64 #+15145552764 
Buy 3840  BOOMY @ 55.53 #+15145550661   
Sell 7490  BOOMY @ 56.17 #+15145551080  
Buy 8730  BOOMY @ 55.59 #+15145551281   
Buy 5010  BOOMY @ 55.07 #+15145553091   
Buy 7300  BOOMY @ 54.69 #+15145551238   
Buy 9290  BOOMY @ 54.4 #+15145555063    
Sell 10680  BOOMY @ 54.95 #+15145555991 
Buy 6530  BOOMY @ 55.13 #+15145559950   
Buy 7790  BOOMY @ 55.06 #+15145551279   
Sell 5520  BOOMY @ 54.97 #+15145553550  
Buy 6670  BOOMY @ 54.81 #+15145559765   
Buy 3030  BOOMY @ 54.41 #+15145551425   
Buy 12350  BOOMY @ 54.57 #+15145553890  
Buy 8820  BOOMY @ 55.48 #+15145559860   
Sell 7390  BOOMY @ 54.81 #+15145556982  
Buy 10220  BOOMY @ 54.9 #+15145558347   
Buy 5180  BOOMY @ 54.69 #+15145556050   
Sell 6180  BOOMY @ 54.99 #+15145556766  
Buy 11870  BOOMY @ 55.01 #+15145553294  
Sell 4760  BOOMY @ 54.84 #+15145550041  
Buy 8770  BOOMY @ 54.73 #+15145556991   
Sell 12280  BOOMY @ 55.09 #+15145552871 
Sell 3890  BOOMY @ 54.88 #+15145551934  
Buy 12460  BOOMY @ 54.43 #+15145551062  
Sell 8100  BOOMY @ 54.36 #+15145553064  
Buy 12160  BOOMY @ 54.21 #+15145551780  
Sell 10060  BOOMY @ 54.52 #+15145556311 
Buy 9690  BOOMY @ 54.63 #+15145554245   
Sell 10380  BOOMY @ 54.58 #+15145551486 
Sell 14220  BOOMY @ 54.7 #+15145552589  
Buy 11040  BOOMY @ 55.08 #+15145559655  
Sell 13310  BOOMY @ 55.71 #+15145554499 
Sell 16870  BOOMY @ 56.12 #+15145550731 
Sell 19700  BOOMY @ 56.83 #+15145554487 
Buy 18800  BOOMY @ 57.23 #+15145557223  
Buy 16110  BOOMY @ 57.24 #+15145555432  
Buy 9210  BOOMY @ 57.18 #+15145551534   
Buy 6710  BOOMY @ 57.47 #+15145559977   
Buy 7880  BOOMY @ 58.62 #+15145558431   
Sell 7450  BOOMY @ 58.49 #+15145559824  
Sell 7590  BOOMY @ 58.28 #+15145559214  
Buy 6130  BOOMY @ 57.85 #+15145550871   
Sell 5240  BOOMY @ 57.17 #+15145554871  
Buy 10210  BOOMY @ 57.38 #+15145552684  
Sell 11330  BOOMY @ 57.61 #+15145550970 
Buy 6210  BOOMY @ 57.61 #+15145554629   
Buy 10680  BOOMY @ 57.76 #+15145558132  
Sell 10070  BOOMY @ 57.74 #+15145552010 
Buy 3940  BOOMY @ 57.27 #+15145551953   
Sell 9650  BOOMY @ 57.66 #+15145550312  
Sell 8310  BOOMY @ 57.56 #+15145555453  
Buy 8580  BOOMY @ 57.44 #+15145553893   
Sell 12720  BOOMY @ 57.75 #+15145557436 
Buy 10940  BOOMY @ 57.73 #+15145558531  
Sell 11060  BOOMY @ 58.11 #+15145555672 
